"","BIC","MAP","SPBIC"
"iso_combo5_698",-1373.15251883661,-262.821639308445,-1366.92598216732
"iso_combo5_699",-1368.70223151264,-258.371351984475,-1362.47569484335
"iso_combo5_700",-1362.86519888713,-252.534319358969,-1356.63866221785
"iso_combo5_701",-1175.35382927225,-65.0229497440815,-1169.12729260296
"iso_combo5_702",-1361.44720679741,-251.116327269243,-1355.22067012812
"iso_combo5_703",-1352.36899132651,-242.038111798345,-1346.14245465722
"iso_combo5_704",-1163.97544259945,-53.6445630712834,-1157.74890593016
"iso_combo5_705",-1368.14478102091,-257.813901492747,-1361.91824435162
"iso_combo5_706",-1185.11192872729,-74.7810491991212,-1178.885392058
"iso_combo5_707",-1175.03687930227,-64.7059997741089,-1168.81034263299
"iso_combo5_708",-1271.72122286109,-161.390343332925,-1265.4946861918
"iso_combo5_709",-1217.74287518237,-107.411995654209,-1211.51633851309
"iso_combo5_710",-1268.25497970149,-157.924100173323,-1262.0284430322
"iso_combo5_711",-1266.81901069219,-156.488131164022,-1260.5924740229
"iso_combo5_712",-1270.61495451619,-160.284074988026,-1264.3884178469
"iso_combo5_713",-1248.01495897528,-137.68407944712,-1241.788422306
"iso_combo5_714",-1099.0326379339,11.2982415942655,-1092.80610126461
"iso_combo5_715",-1305.38523785031,-195.054358322144,-1299.15870118102
"iso_combo5_716",-1352.19599668239,-241.86511715423,-1345.96946001311
"iso_combo5_717",-1343.34581204257,-233.014932514405,-1337.11927537328
"iso_combo5_718",-1358.37173773854,-248.040858210373,-1352.14520106925
"iso_combo5_719",-1331.0820834065,-220.751203878336,-1324.85554673721
"iso_combo5_720",-1125.04773304696,-14.7168535187928,-1118.82119637767
"iso_combo5_721",-1297.11913970403,-186.78826017587,-1290.89260303475
"iso_combo5_722",-1316.2594252559,-205.928545727732,-1310.03288858661
"iso_combo5_723",-1309.54482743861,-199.213947910446,-1303.31829076932
"iso_combo5_724",-1292.49582979937,-182.164950271204,-1286.26929313008
"iso_combo5_725",-1099.09787767947,11.2330018486959,-1092.87134101018
"iso_combo5_726",-1353.19252574447,-242.861646216304,-1346.96598907518
"iso_combo5_727",-1340.12314110338,-229.792261575216,-1333.89660443409
"iso_combo5_728",-1326.69717386793,-216.366294339767,-1320.47063719864
"iso_combo5_729",-1121.26556958709,-10.9346900589292,-1115.03903291781
"iso_combo5_730",-1351.41962108394,-241.088741555776,-1345.19308441465
"iso_combo5_731",-1296.63514048846,-186.304260960293,-1290.40860381917
"iso_combo5_732",-1127.04407807333,-16.713198545167,-1120.81754140404
"iso_combo5_733",-1329.43587944712,-219.104999918954,-1323.20934277783
"iso_combo5_734",-1141.17264224452,-30.8417627163586,-1134.94610557524
"iso_combo5_735",-1125.31933446036,-14.9884549321962,-1119.09279779107
"iso_combo5_736",-1275.02067958976,-164.689800061597,-1268.79414292047
"iso_combo5_737",-1299.70347809825,-189.372598570085,-1293.47694142896
"iso_combo5_738",-1296.32360846184,-185.992728933672,-1290.09707179255
"iso_combo5_739",-1296.66625769967,-186.335378171503,-1290.43972103038
"iso_combo5_740",-1274.52540834495,-164.194528816781,-1268.29887167566
"iso_combo5_741",-1146.9390514516,-36.6081719234309,-1140.71251478231
"iso_combo5_742",-1268.93681037049,-158.605930842326,-1262.7102737012
"iso_combo5_743",-1275.9029338899,-165.572054361738,-1269.67639722061
"iso_combo5_744",-1272.4645911451,-162.133711616936,-1266.23805447581
"iso_combo5_745",-1259.85820918173,-149.527329653567,-1253.63167251244
"iso_combo5_746",-1127.9053141573,-17.5744346291384,-1121.67877748802
"iso_combo5_747",-1314.69859049508,-204.367710966917,-1308.47205382579
"iso_combo5_748",-1317.04369200837,-206.712812480203,-1310.81715533908
"iso_combo5_749",-1270.00783875358,-159.676959225416,-1263.78130208429
"iso_combo5_750",-1104.84983166564,5.48104786252111,-1098.62329499636
"iso_combo5_751",-1313.23323215505,-202.902352626885,-1307.00669548576
"iso_combo5_752",-1273.5578392284,-163.22695970024,-1267.33130255912
"iso_combo5_753",-1116.32641825784,-5.99553872967647,-1110.09988158855
"iso_combo5_754",-1271.81038010447,-161.47950057631,-1265.58384343519
"iso_combo5_755",-1134.20548874188,-23.8746092137119,-1127.97895207259
"iso_combo5_756",-1134.72979047284,-24.3989109446761,-1128.50325380355
"iso_combo5_757",-1354.3520393671,-244.021159838939,-1348.12550269782
"iso_combo5_758",-1366.02593900831,-255.69505948015,-1359.79940233903
"iso_combo5_759",-1363.20802694905,-252.87714742089,-1356.98149027977
"iso_combo5_760",-1327.82322652814,-217.492346999976,-1321.59668985885
"iso_combo5_761",-1143.64471194792,-33.3138324197522,-1137.41817527863
"iso_combo5_762",-1396.47179127088,-286.14091174272,-1390.2452546016
"iso_combo5_763",-1398.04071361572,-287.709834087553,-1391.81417694643
"iso_combo5_764",-1368.87924144655,-258.548361918382,-1362.65270477726
"iso_combo5_765",-1171.88669308063,-61.5558135524607,-1165.66015641134
"iso_combo5_766",-1392.91377016704,-282.582890638878,-1386.68723349775
"iso_combo5_767",-1362.15970185817,-251.828822330001,-1355.93316518888
"iso_combo5_768",-1155.3837338975,-45.0528543693349,-1149.15719722821
"iso_combo5_769",-1366.72874118925,-256.397861661082,-1360.50220451996
"iso_combo5_770",-1180.17351806822,-69.8426385400516,-1173.94698139893
"iso_combo5_771",-1171.41689771625,-61.0860181880897,-1165.19036104697
"iso_combo5_772",-1329.747124374,-219.416244845837,-1323.52058770471
"iso_combo5_773",-1362.23659553782,-251.905716009659,-1356.01005886854
"iso_combo5_774",-1336.71708296316,-226.386203434993,-1330.49054629387
"iso_combo5_775",-1130.10887542066,-19.7779958924974,-1123.88233875137
"iso_combo5_776",-1357.19735602478,-246.866476496612,-1350.97081935549
"iso_combo5_777",-1321.75646825523,-211.425588727066,-1315.52993158594
"iso_combo5_778",-1141.71075147882,-31.3798719506574,-1135.48421480953
"iso_combo5_779",-1355.35884195064,-245.02796242248,-1349.13230528136
"iso_combo5_780",-1131.46700218091,-21.1361226527407,-1125.24046551162
"iso_combo5_781",-1143.76504816277,-33.4341686346057,-1137.53851149348
"iso_combo5_782",-1398.4687377001,-288.137858171933,-1392.24220103081
"iso_combo5_783",-1362.45785789267,-252.126978364505,-1356.23132122338
"iso_combo5_784",-1172.92487691979,-62.5939973916301,-1166.69834025051
"iso_combo5_785",-1374.90206721018,-264.571187682015,-1368.67553054089
"iso_combo5_786",-1171.21333374134,-60.8824542131733,-1164.98679707205
"iso_combo5_787",-1158.28083652516,-47.9499569969972,-1152.05429985587
"iso_combo5_788",-1367.57194033002,-257.241060801856,-1361.34540366073
"iso_combo5_789",-1139.55780370934,-29.2269241811756,-1133.33126704005
"iso_combo5_790",-1128.61713646129,-18.2862569331253,-1122.390599792
"iso_combo5_791",-1162.64078129217,-52.3099017640095,-1156.41424462289
"iso_combo5_792",-1261.10271074115,-150.771831212985,-1254.87617407186
"iso_combo5_793",-1220.00681394322,-109.675934415057,-1213.78027727393
"iso_combo5_794",-1224.61285935179,-114.28197982363,-1218.38632268251
"iso_combo5_795",-1223.61439582614,-113.283516297977,-1217.38785915685
"iso_combo5_796",-1240.00863424934,-129.677754721176,-1233.78209758005
"iso_combo5_797",-1235.18368862649,-124.852809098329,-1228.95715195721
"iso_combo5_798",-1105.30466752187,5.0262120062946,-1099.07813085258
"iso_combo5_799",-1337.3766670849,-227.045787556731,-1331.15013041561
"iso_combo5_800",-1345.8563050909,-235.525425562736,-1339.62976842161
"iso_combo5_801",-1326.49472640346,-216.1638468753,-1320.26818973418
"iso_combo5_802",-1321.74064198573,-211.40976245757,-1315.51410531645
"iso_combo5_803",-1350.22196590158,-239.891086373412,-1343.99542923229
"iso_combo5_804",-1158.31353554995,-47.9826560217853,-1152.08699888066
"iso_combo5_805",-1286.79368900795,-176.462809479782,-1280.56715233866
"iso_combo5_806",-1283.57660614323,-173.245726615068,-1277.35006947394
"iso_combo5_807",-1300.28372281547,-189.952843287303,-1294.05718614618
"iso_combo5_808",-1288.96718751211,-178.636307983945,-1282.74065084282
"iso_combo5_809",-1141.76589337475,-31.4350138465836,-1135.53935670546
"iso_combo5_810",-1321.17044669731,-210.839567169142,-1314.94391002802
"iso_combo5_811",-1319.39966957088,-209.068790042718,-1313.17313290159
"iso_combo5_812",-1317.63003859561,-207.299159067443,-1311.40350192632
"iso_combo5_813",-1154.2610585677,-43.9301790395307,-1148.03452189841
"iso_combo5_814",-1317.35892298233,-207.028043454168,-1311.13238631304
"iso_combo5_815",-1298.6239379474,-188.29305841924,-1292.39740127812
"iso_combo5_816",-1148.50847393179,-38.1775944036268,-1142.2819372625
"iso_combo5_817",-1317.19106403134,-206.860184503172,-1310.96452736205
"iso_combo5_818",-1137.76044314905,-27.4295636208907,-1131.53390647977
"iso_combo5_819",-1141.22724942098,-30.896369892816,-1135.00071275169
"iso_combo5_820",-1254.39524251033,-144.064362982163,-1248.16870584104
"iso_combo5_821",-1276.14636772975,-165.815488201587,-1269.91983106046
"iso_combo5_822",-1270.62724948323,-160.296369955066,-1264.40071281394
"iso_combo5_823",-1278.12188483546,-167.791005307297,-1271.89534816617
"iso_combo5_824",-1275.78713073285,-165.456251204689,-1269.56059406357
"iso_combo5_825",-1164.61864570385,-54.2877661756862,-1158.39210903456
"iso_combo5_826",-1259.06153770357,-148.730658175401,-1252.83500103428
"iso_combo5_827",-1236.40856091693,-126.077681388766,-1230.18202424764
"iso_combo5_828",-1238.43509974467,-128.104220216504,-1232.20856307538
"iso_combo5_829",-1249.90889187792,-139.578012349752,-1243.68235520863
"iso_combo5_830",-1134.39042428688,-24.0595447587117,-1128.16388761759
"iso_combo5_831",-1281.41749588145,-171.086616353281,-1275.19095921216
"iso_combo5_832",-1288.31642995944,-177.985550431278,-1282.08989329015
"iso_combo5_833",-1273.4775439387,-163.146664410538,-1267.25100726942
"iso_combo5_834",-1139.78445336631,-29.4535738381425,-1133.55791669702
"iso_combo5_835",-1277.61351132105,-167.282631792884,-1271.38697465176
"iso_combo5_836",-1255.60078876835,-145.26990924019,-1249.37425209907
"iso_combo5_837",-1125.33685799677,-15.0059784686015,-1119.11032132748
"iso_combo5_838",-1289.72217017116,-179.391290642994,-1283.49563350187
"iso_combo5_839",-1144.9341684001,-34.603288871934,-1138.70763173081
"iso_combo5_840",-1161.22251878398,-50.8916392558166,-1154.99598211469
"iso_combo5_841",-1343.59016661353,-233.259287085361,-1337.36362994424
"iso_combo5_842",-1353.55506674539,-243.224187217227,-1347.3285300761
"iso_combo5_843",-1307.99302288695,-197.662143358785,-1301.76648621766
"iso_combo5_844",-1386.70150731287,-276.370627784701,-1380.47497064358
"iso_combo5_845",-1190.73078828695,-80.3999087587878,-1184.50425161766
"iso_combo5_846",-1363.5635381089,-253.232658580732,-1357.33700143961
"iso_combo5_847",-1387.74026876455,-277.409389236381,-1381.51373209526
"iso_combo5_848",-1383.41441547027,-273.083535942107,-1377.18787880098
"iso_combo5_849",-1179.33247046453,-69.0015909363682,-1173.10593379524
"iso_combo5_850",-1360.98720575489,-250.656326226723,-1354.7606690856
"iso_combo5_851",-1367.62617719442,-257.295297666253,-1361.39964052513
"iso_combo5_852",-1174.77431511572,-64.443435587553,-1168.54777844643
"iso_combo5_853",-1338.87476835527,-228.543888827102,-1332.64823168598
"iso_combo5_854",-1177.48201390179,-67.1511343736222,-1171.2554772325
"iso_combo5_855",-1171.34571209298,-61.0148325648121,-1165.11917542369
"iso_combo5_856",-1362.73970916078,-252.408829632619,-1356.5131724915
"iso_combo5_857",-1353.47324385017,-243.142364322005,-1347.24670718088
"iso_combo5_858",-1359.57050673989,-249.239627211724,-1353.3439700706
"iso_combo5_859",-1167.39375006128,-57.0628705331155,-1161.16721339199
"iso_combo5_860",-1338.93939104213,-228.608511513966,-1332.71285437284
"iso_combo5_861",-1343.62319021843,-233.292310690266,-1337.39665354914
"iso_combo5_862",-1169.72542627196,-59.3945467437926,-1163.49888960267
"iso_combo5_863",-1340.57136144257,-230.240481914405,-1334.34482477328
"iso_combo5_864",-1148.17763467545,-37.8467551472811,-1141.95109800616
"iso_combo5_865",-1174.31652266091,-63.9856431327443,-1168.08998599162
"iso_combo5_866",-1369.07235113918,-258.741471611019,-1362.8458144699
"iso_combo5_867",-1354.60373539675,-244.272855868586,-1348.37719872746
"iso_combo5_868",-1178.027126947,-67.6962474188334,-1171.80059027771
"iso_combo5_869",-1389.35938235641,-279.028502828246,-1383.13284568712
"iso_combo5_870",-1170.62134829729,-60.2904687691215,-1164.394811628
"iso_combo5_871",-1186.93315209327,-76.6022725651103,-1180.70661542399
"iso_combo5_872",-1365.62089538502,-255.290015856854,-1359.39435871573
"iso_combo5_873",-1151.39198260495,-41.0611030767809,-1145.16544593566
"iso_combo5_874",-1171.84240418659,-61.5115246584246,-1165.6158675173
"iso_combo5_875",-1169.14649590026,-58.8156163720939,-1162.91995923097
"iso_combo5_876",-1238.69542330435,-128.36454377619,-1232.46888663507
"iso_combo5_877",-1271.25258810335,-160.921708575182,-1265.02605143406
"iso_combo5_878",-1266.56906898043,-156.238189452266,-1260.34253231114
"iso_combo5_879",-1276.28214165978,-165.951262131619,-1270.0556049905
"iso_combo5_880",-1226.30878424369,-115.977904715522,-1220.0822475744
"iso_combo5_881",-1102.18754559783,8.14333393033826,-1095.96100892854
"iso_combo5_882",-1225.81966399968,-115.488784471512,-1219.59312733039
"iso_combo5_883",-1213.00309144354,-102.672211915373,-1206.77655477425
"iso_combo5_884",-1240.30361195976,-129.972732431599,-1234.07707529048
"iso_combo5_885",-1216.97098302553,-106.640103497365,-1210.74444635624
"iso_combo5_886",-1074.82321753707,35.5076619910895,-1068.59668086779
"iso_combo5_887",-1279.5818360082,-169.250956480031,-1273.35529933891
"iso_combo5_888",-1278.19679412443,-167.865914596261,-1271.97025745514
"iso_combo5_889",-1238.99238714612,-128.661507617955,-1232.76585047683
"iso_combo5_890",-1078.15059060637,32.1802889217993,-1071.92405393708
"iso_combo5_891",-1268.04267822333,-157.711798695162,-1261.81614155404
"iso_combo5_892",-1233.22546881112,-122.894589282955,-1226.99893214183
"iso_combo5_893",-1082.71307127111,27.6178082570557,-1076.48653460182
"iso_combo5_894",-1243.16533992521,-132.834460397042,-1236.93880325592
"iso_combo5_895",-1091.46468559472,18.8661939334473,-1085.23814892543
"iso_combo5_896",-1067.52456086013,42.8063186680379,-1061.29802419084
"iso_combo5_897",-1316.78337828215,-206.452498753988,-1310.55684161287
"iso_combo5_898",-1311.93691497715,-201.606035448988,-1305.71037830786
"iso_combo5_899",-1308.53437076854,-198.203491240378,-1302.30783409926
"iso_combo5_900",-1335.5821712806,-225.251291752439,-1329.35563461132
"iso_combo5_901",-1125.62023509382,-15.289355565656,-1119.39369842453
"iso_combo5_902",-1349.7648540959,-239.433974567733,-1343.53831742661
"iso_combo5_903",-1344.97029824918,-234.63941872102,-1338.7437615799
"iso_combo5_904",-1362.23500475581,-251.904125227643,-1356.00846808652
"iso_combo5_905",-1141.31789603227,-30.9870165041053,-1135.09135936298
"iso_combo5_906",-1352.72567440916,-242.394794880993,-1346.49913773987
"iso_combo5_907",-1338.0130371164,-227.682157588233,-1331.78650044711
"iso_combo5_908",-1139.41389917945,-29.0830196512817,-1133.18736251016
"iso_combo5_909",-1322.56608984104,-212.235210312877,-1316.33955317175
"iso_combo5_910",-1126.86017192705,-16.5292923988817,-1120.63363525776
"iso_combo5_911",-1138.58722394378,-28.2563444156181,-1132.36068727449
"iso_combo5_912",-1310.22563778442,-199.894758256257,-1303.99910111513
"iso_combo5_913",-1300.92090625708,-190.59002672892,-1294.6943695878
"iso_combo5_914",-1320.1660571369,-209.83517760874,-1313.93952046762
"iso_combo5_915",-1116.44214633734,-6.11126680917801,-1110.21560966805
"iso_combo5_916",-1310.18221970611,-199.851340177942,-1303.95568303682
"iso_combo5_917",-1317.26568826937,-206.934808741201,-1311.03915160008
"iso_combo5_918",-1125.72929949692,-15.3984199687602,-1119.50276282764
"iso_combo5_919",-1306.86048215382,-196.529602625654,-1300.63394548453
"iso_combo5_920",-1100.68049822879,9.65038129936931,-1094.45396155951
"iso_combo5_921",-1124.74688648398,-14.416006955812,-1118.52034981469
"iso_combo5_922",-1350.02746502191,-239.696585493744,-1343.80092835262
"iso_combo5_923",-1328.09906192259,-217.768182394425,-1321.8725252533
"iso_combo5_924",-1122.8159040105,-12.4850244823397,-1116.58936734122
"iso_combo5_925",-1309.17679428265,-198.845914754483,-1302.95025761336
"iso_combo5_926",-1133.41640540388,-23.0855258757148,-1127.18986873459
"iso_combo5_927",-1121.95035450677,-11.6194749786006,-1115.72381783748
"iso_combo5_928",-1333.15204220353,-222.821162675363,-1326.92550553424
"iso_combo5_929",-1105.06514192572,5.26573760244617,-1098.83860525643
"iso_combo5_930",-1116.16966512529,-5.83878559712787,-1109.943128456
"iso_combo5_931",-1135.29427355201,-24.9633940238482,-1129.06773688273
"iso_combo5_932",-1268.40648320033,-158.075603672162,-1262.17994653104
"iso_combo5_933",-1269.32659417426,-158.9957146461,-1263.10005750498
"iso_combo5_934",-1269.77509073442,-159.444211206252,-1263.54855406513
"iso_combo5_935",-1259.18736659129,-148.856487063129,-1252.96082992201
"iso_combo5_936",-1133.42534836131,-23.0944688331465,-1127.19881169202
"iso_combo5_937",-1297.34978149095,-187.018901962782,-1291.12324482166
"iso_combo5_938",-1301.13866821149,-190.807788683321,-1294.9121315422
"iso_combo5_939",-1253.73109888262,-143.400219354458,-1247.50456221333
"iso_combo5_940",-1126.34067890356,-16.0097993753997,-1120.11414223428
"iso_combo5_941",-1290.57900688468,-180.248127356515,-1284.35247021539
