"","BIC","MAP","SPBIC"
"iso_combo9_4898",-1229.61311305436,-119.282233526193,-1223.38657638507
"iso_combo9_4899",-1082.919247161,27.4116323671614,-1076.69271049172
"iso_combo9_4900",-1052.12092881225,58.2099507159137,-1045.89439214296
"iso_combo9_4901",-1067.20624539965,43.1246341285168,-1060.97970873036
"iso_combo9_4902",-1051.47828503564,58.8525944925198,-1045.25174836636
"iso_combo9_4903",-1077.00115157615,33.3297279520114,-1070.77461490687
"iso_combo9_4904",-1060.4638887944,49.8669907337656,-1054.23735212511
"iso_combo9_4905",-1113.33100032434,-3.00012079617431,-1107.10446365505
"iso_combo9_4906",-1185.3336685842,-75.0027890560361,-1179.10713191491
"iso_combo9_4907",-1172.19428237873,-61.8634028505627,-1165.96774570944
"iso_combo9_4908",-1064.40844697245,45.9224325557133,-1058.18191030316
"iso_combo9_4909",-1169.26045947614,-58.929579947972,-1163.03392280685
"iso_combo9_4910",-1070.83859259856,39.4922869296065,-1064.61205592927
"iso_combo9_4911",-1045.93534248714,64.3955370410268,-1039.70880581785
"iso_combo9_4912",-1181.28062972599,-70.9497501978261,-1175.0540930567
"iso_combo9_4913",-1065.23499770284,45.0958818253232,-1059.00846103355
"iso_combo9_4914",-1058.41513365165,51.9157458765138,-1052.18859698236
"iso_combo9_4915",-1047.31939917383,63.0114803543379,-1041.09286250454
"iso_combo9_4916",-1201.58850960417,-91.2576300760037,-1195.36197293488
"iso_combo9_4917",-1077.91898151449,32.4118980136705,-1071.69244484521
"iso_combo9_4918",-1051.71708527662,58.6137942515454,-1045.49054860733
"iso_combo9_4919",-1058.10427902583,52.2266005023366,-1051.87774235654
"iso_combo9_4920",-1054.32825750738,56.0026220207814,-1048.1017208381
"iso_combo9_4921",-1191.61800831375,-81.2871287855891,-1185.39147164447
"iso_combo9_4922",-1072.88615462724,37.4447249009294,-1066.65961795795
"iso_combo9_4923",-1039.65484078907,70.6760387390991,-1033.42830411978
"iso_combo9_4924",-1055.87829057393,54.4525889542349,-1049.65175390464
"iso_combo9_4925",-1042.82910910074,67.5017704274272,-1036.60257243145
"iso_combo9_4926",-1054.71528383679,55.6155956913758,-1048.4887471675
"iso_combo9_4927",-1276.579422854,-166.248543325833,-1270.35288618471
"iso_combo9_4928",-1108.14734078207,2.18353874609613,-1101.92080411278
"iso_combo9_4929",-1123.12886417815,-12.7979846499904,-1116.90232750887
"iso_combo9_4930",-1113.81763309664,-3.4867535684723,-1107.59109642735
"iso_combo9_4931",-1115.11158949147,-4.78070996330348,-1108.88505282218
"iso_combo9_4932",-1124.58792424837,-14.2570447202031,-1118.36138757908
"iso_combo9_4933",-1110.70800061493,-0.377121086769534,-1104.48146394565
"iso_combo9_4934",-1197.68193023152,-87.351050703351,-1191.45539356223
"iso_combo9_4935",-1091.73087780267,18.6000017254977,-1085.50434113338
"iso_combo9_4936",-1072.14006802382,38.1908115043475,-1065.91353135453
"iso_combo9_4937",-1079.21187413044,31.1190053977234,-1072.98533746115
"iso_combo9_4938",-1064.66940451455,45.6614750136151,-1058.44286784526
"iso_combo9_4939",-1081.12643606336,29.204443464805,-1074.89989939407
"iso_combo9_4940",-1071.00159880894,39.3292807192199,-1064.77506213966
"iso_combo9_4941",-1137.63575441734,-27.3048748891728,-1131.40921774805
"iso_combo9_4942",-1208.99510903045,-98.664229502288,-1202.76857236116
"iso_combo9_4943",-1046.68496533594,63.6459141922253,-1040.45842866665
"iso_combo9_4944",-1026.57676555521,83.7541139729493,-1020.35022888593
"iso_combo9_4945",-1018.44500022973,91.8858792984367,-1012.21846356044
"iso_combo9_4946",-1024.45474258037,85.8761369477988,-1018.22820591108
"iso_combo9_4947",-1041.34524946871,68.9856300594511,-1035.11871279943
"iso_combo9_4948",-1026.65987546811,83.6710040600531,-1020.43333879882
"iso_combo9_4949",-1097.4863444082,12.8445351199624,-1091.25980773891
"iso_combo9_4950",-1054.77013361588,55.560745912287,-1048.54359694659
"iso_combo9_4951",-1180.60622713041,-70.2753476022485,-1174.37969046113
"iso_combo9_4952",-1152.90715896919,-42.5762794410289,-1146.68062229991
"iso_combo9_4953",-1066.20395415569,44.1269253724771,-1059.9774174864
"iso_combo9_4954",-1181.79562304567,-71.4647435175048,-1175.56908637638
"iso_combo9_4955",-1068.04793215097,42.282947377194,-1061.82139548168
"iso_combo9_4956",-1041.43565096605,68.8952285621149,-1035.20911429676
"iso_combo9_4957",-1160.21013615756,-49.8792566293961,-1153.98359948827
"iso_combo9_4958",-1056.0399156386,54.290963889561,-1049.81337896932
"iso_combo9_4959",-1023.15369253999,87.1771869881749,-1016.9271558707
"iso_combo9_4960",-1054.84761133081,55.4832681973559,-1048.62107466152
"iso_combo9_4961",-1192.57262265383,-82.241743125668,-1186.34608598454
"iso_combo9_4962",-1079.18813394608,31.1427455820847,-1072.96159727679
"iso_combo9_4963",-1046.14821730624,64.1826622219209,-1039.92168063696
"iso_combo9_4964",-1053.34012447415,56.9907550540165,-1047.11358780486
"iso_combo9_4965",-1052.14801299143,58.1828665367389,-1045.92147632214
"iso_combo9_4966",-1177.49638307297,-67.165503544803,-1171.26984640368
"iso_combo9_4967",-1067.10262174389,43.2282577842699,-1060.87608507461
"iso_combo9_4968",-1050.60619659429,59.7246829338716,-1044.37965992501
"iso_combo9_4969",-1046.47006485439,63.8608146737718,-1040.24352818511
"iso_combo9_4970",-1031.65982338449,78.6710561436772,-1025.4332867152
"iso_combo9_4971",-1065.14686317599,45.1840163521703,-1058.92032650671
"iso_combo9_4972",-1275.14041846284,-164.809538934678,-1268.91388179356
"iso_combo9_4973",-1113.51037467897,-3.179495150805,-1107.28383800968
"iso_combo9_4974",-1096.74747154851,13.5834079796588,-1090.52093487922
"iso_combo9_4975",-1111.83232196591,-1.50144243774923,-1105.60578529663
"iso_combo9_4976",-1094.84791504516,15.4829644830041,-1088.62137837587
"iso_combo9_4977",-1118.64036004119,-8.30948051302505,-1112.4138233719
"iso_combo9_4978",-1106.53221175982,3.79866776834808,-1100.30567509053
"iso_combo9_4979",-1192.93105254763,-82.6001730194655,-1186.70451587834
"iso_combo9_4980",-1086.40323360177,23.9276459263898,-1080.17669693249
"iso_combo9_4981",-1062.80034916335,47.5305303648153,-1056.57381249406
"iso_combo9_4982",-1060.9535076353,49.3773718928629,-1054.72697096601
"iso_combo9_4983",-1047.93687722039,62.3940023077768,-1041.7103405511
"iso_combo9_4984",-1081.01049174333,29.320387784838,-1074.78395507404
"iso_combo9_4985",-1065.42256861116,44.9083109170055,-1059.19603194187
"iso_combo9_4986",-1126.12619453441,-15.7953150062419,-1119.89965786512
"iso_combo9_4987",-1200.39077187482,-90.0598923466578,-1194.16423520553
"iso_combo9_4988",-1050.68151235738,59.6493671707869,-1044.45497568809
"iso_combo9_4989",-1009.63348152567,100.697398002497,-1003.40694485638
"iso_combo9_4990",-1039.16360601415,71.1672735140157,-1032.93706934486
"iso_combo9_4991",-1023.02541687943,87.3054626487361,-1016.79888021014
"iso_combo9_4992",-1039.27741093794,71.0534685902197,-1033.05087426866
"iso_combo9_4993",-1022.22990200476,88.100977523409,-1016.00336533547
"iso_combo9_4994",-1101.57336012971,8.75751939845816,-1095.34682346042
"iso_combo9_4995",-1039.82658850843,70.5042910197375,-1033.60005183914
"iso_combo9_4996",-1161.39183640818,-51.0609568800131,-1155.16529973889
"iso_combo9_4997",-1057.66981157348,52.6610679546868,-1051.44327490419
"iso_combo9_4998",-1031.21289999068,79.1179795374844,-1024.98636332139
"iso_combo9_4999",-1043.1086527262,67.2222268019676,-1036.88211605691
"iso_combo9_5000",-1028.41018651499,81.9206930131782,-1022.1836498457
"iso_combo9_5001",-1045.10840571035,65.2224738178129,-1038.88186904106
"iso_combo9_5002",-1029.91953712387,80.4113424042979,-1023.69300045458
"iso_combo9_5003",-1092.73717258348,17.5937069446807,-1086.5106359142
"iso_combo9_5004",-1058.65257311373,51.6783064144306,-1052.42603644445
"iso_combo9_5005",-1016.64908045758,93.6817990705885,-1010.42254378829
"iso_combo10_1",-1148.02298967491,-37.6921101467458,-1141.79645300562
"iso_combo10_2",-1154.74817749027,-44.4172979621069,-1148.52164082098
"iso_combo10_3",-1155.71427447747,-45.3833949493044,-1149.48773780818
"iso_combo10_4",-1158.6371228654,-48.3062433372337,-1152.41058619611
"iso_combo10_5",-1132.93540254941,-22.6045230212434,-1126.70886588012
"iso_combo10_6",-1059.29506592779,51.0358136003709,-1053.06852925851
"iso_combo10_7",-1165.51781719575,-55.1869376675894,-1159.29128052647
"iso_combo10_8",-1158.51047402133,-48.1795944931696,-1152.28393735205
"iso_combo10_9",-1160.87741175005,-50.5465322218813,-1154.65087508076
"iso_combo10_10",-1150.730563665,-40.3996841368354,-1144.50402699571
"iso_combo10_11",-1060.92449457052,49.4063849576407,-1054.69795790124
"iso_combo10_12",-1161.84076929499,-51.5098897668303,-1155.61423262571
"iso_combo10_13",-1177.36365056697,-67.0327710388098,-1171.13711389769
"iso_combo10_14",-1150.99760955833,-40.6667300301649,-1144.77107288904
"iso_combo10_15",-1057.36616247698,52.9647170511815,-1051.1396258077
"iso_combo10_16",-1174.61557190311,-64.2846923749457,-1168.38903523382
"iso_combo10_17",-1150.44701140433,-40.116131876166,-1144.22047473504
"iso_combo10_18",-1055.91905142128,54.4118281068804,-1049.692514752
"iso_combo10_19",-1154.02117751086,-43.6902979826933,-1147.79464084157
"iso_combo10_20",-1058.9406908645,51.3901886636672,-1052.71415419521
"iso_combo10_21",-1066.08808826564,44.2427912625245,-1059.86155159635
"iso_combo10_22",-1227.59419739393,-117.263317865765,-1221.36766072464
"iso_combo10_23",-1240.40447495887,-130.073595430701,-1234.17793828958
"iso_combo10_24",-1233.92222148684,-123.591341958675,-1227.69568481755
"iso_combo10_25",-1245.28819608366,-134.9573165555,-1239.06165941438
"iso_combo10_26",-1098.45465881988,11.8762207082863,-1092.22812215059
"iso_combo10_27",-1265.4199671985,-155.089087670334,-1259.19343052921
"iso_combo10_28",-1250.15218221687,-139.821302688702,-1243.92564554758
"iso_combo10_29",-1238.11544273275,-127.784563204584,-1231.88890606346
"iso_combo10_30",-1099.11997615061,11.2109033775589,-1092.89343948132
"iso_combo10_31",-1251.19356973984,-140.86269021168,-1244.96703307056
"iso_combo10_32",-1248.18441130456,-137.853531776399,-1241.95787463528
"iso_combo10_33",-1092.48635564316,17.8445238850074,-1086.25981897387
"iso_combo10_34",-1236.06229125681,-125.731411728648,-1229.83575458752
"iso_combo10_35",-1113.92612584079,-3.59524631263014,-1107.69958917151
"iso_combo10_36",-1097.69021542868,12.6406640994803,-1091.4636787594
"iso_combo10_37",-1261.57749566085,-151.246616132681,-1255.35095899156
"iso_combo10_38",-1242.81032243562,-132.479442907452,-1236.58378576633
"iso_combo10_39",-1248.89479150564,-138.563911977471,-1242.66825483635
"iso_combo10_40",-1105.31165046152,5.0192290666447,-1099.08511379223
"iso_combo10_41",-1261.48774037559,-151.156860847424,-1255.2612037063
"iso_combo10_42",-1254.73001745054,-144.399137922372,-1248.50348078125
"iso_combo10_43",-1091.01574088417,19.315138643998,-1084.78920421488
"iso_combo10_44",-1239.58336393566,-129.252484407499,-1233.35682726638
"iso_combo10_45",-1103.95957754823,6.37130197993235,-1097.73304087894
"iso_combo10_46",-1098.61230335337,11.7185761747893,-1092.38576668409
"iso_combo10_47",-1261.48267525846,-151.151795730293,-1255.25613858917
"iso_combo10_48",-1261.97740199831,-151.646522470148,-1255.75086532902
"iso_combo10_49",-1100.27238347685,10.0584960513155,-1094.04584680756
"iso_combo10_50",-1241.98298354235,-131.652104014185,-1235.75644687306
"iso_combo10_51",-1117.19605784926,-6.86517832109837,-1110.96952117998
"iso_combo10_52",-1106.40129336572,3.92958616244061,-1100.17475669644
"iso_combo10_53",-1257.10934490478,-146.77846537662,-1250.8828082355
"iso_combo10_54",-1105.87876685482,4.452112673344,-1099.65223018553
"iso_combo10_55",-1097.20940154384,13.1214779843197,-1090.98286487456
"iso_combo10_56",-1118.32521991662,-7.99434038845266,-1112.09868324733
"iso_combo10_57",-1167.88383405717,-57.5529545290033,-1161.65729738788
"iso_combo10_58",-1175.92577002257,-65.5948904944066,-1169.69923335328
"iso_combo10_59",-1167.95287060563,-57.6219910774682,-1161.72633393635
"iso_combo10_60",-1150.85356676569,-40.522687237529,-1144.62703009641
"iso_combo10_61",-1072.58529381059,37.7455857175728,-1066.3587571413
"iso_combo10_62",-1191.87336164503,-81.5424821168659,-1185.64682497574
"iso_combo10_63",-1185.80264422547,-75.4717646973037,-1179.57610755618
"iso_combo10_64",-1167.87912312225,-57.5482435940879,-1161.65258645296
"iso_combo10_65",-1071.57665186196,38.7542276662083,-1065.35011519267
"iso_combo10_66",-1182.27055559108,-71.9396760629195,-1176.0440189218
"iso_combo10_67",-1164.97375766186,-54.6428781336941,-1158.74722099257
"iso_combo10_68",-1072.44343416438,37.8874453637815,-1066.2168974951
"iso_combo10_69",-1163.73455549798,-53.4036759698132,-1157.50801882869
"iso_combo10_70",-1079.7462674056,30.5846121225685,-1073.51973073631
"iso_combo10_71",-1072.02369411593,38.3071854122354,-1065.79715744664
"iso_combo10_72",-1180.59652269396,-70.2656431657998,-1174.36998602468
"iso_combo10_73",-1187.53244933481,-77.2015698066434,-1181.30591266552
"iso_combo10_74",-1166.33549216264,-56.0046126344803,-1160.10895549336
"iso_combo10_75",-1075.71747221831,34.6134073098513,-1069.49093554903
"iso_combo10_76",-1189.51441719082,-79.1835376626525,-1183.28788052153
"iso_combo10_77",-1158.85950741675,-48.5286278885895,-1152.63297074747
"iso_combo10_78",-1071.82345583192,38.5074236962474,-1065.59691916263
"iso_combo10_79",-1166.14669841061,-55.815818882448,-1159.92016174132
"iso_combo10_80",-1078.38608933889,31.9447901892778,-1072.1595526696
"iso_combo10_81",-1074.56800947722,35.7628700509483,-1068.34147280793
"iso_combo10_82",-1197.27861962744,-86.9477400992758,-1191.05208295815
"iso_combo10_83",-1158.33722671501,-48.0063471868461,-1152.11069004572
"iso_combo10_84",-1067.46535058719,42.8655289409721,-1061.2388139179
"iso_combo10_85",-1169.11178415427,-58.780904626102,-1162.88524748498
"iso_combo10_86",-1079.71624636257,30.6146331655995,-1073.48970969328
"iso_combo10_87",-1072.98234033919,37.348539188975,-1066.7558036699
"iso_combo10_88",-1172.39786667331,-62.0669871451483,-1166.17133000403
"iso_combo10_89",-1078.64490860133,31.6859709268355,-1072.41837193204
"iso_combo10_90",-1060.98740233453,49.3434771936392,-1054.76086566524
"iso_combo10_91",-1079.37749944524,30.9533800829239,-1073.15096277595
"iso_combo10_92",-1285.27322048221,-174.942340954042,-1279.04668381292
"iso_combo10_93",-1271.12166225229,-160.790782724123,-1264.895125583
"iso_combo10_94",-1279.17067977029,-168.839800242121,-1272.944143101
"iso_combo10_95",-1126.73874145313,-16.4078619249683,-1120.51220478385
"iso_combo10_96",-1279.03499070243,-168.704111174263,-1272.80845403314
"iso_combo10_97",-1263.08086897081,-152.749989442647,-1256.85433230152
"iso_combo10_98",-1109.84189842082,0.48898110734558,-1103.61536175153
"iso_combo10_99",-1278.67067602004,-168.339796491877,-1272.44413935075
"iso_combo10_100",-1129.91198748056,-19.5811079523922,-1123.68545081127
"iso_combo10_101",-1108.10124808586,2.2296314423055,-1101.87471141657
"iso_combo10_102",-1294.73401656894,-184.403137040779,-1288.50747989966
"iso_combo10_103",-1274.48744300496,-164.156563476793,-1268.26090633567
"iso_combo10_104",-1122.36994697018,-12.0390674420129,-1116.14341030089
"iso_combo10_105",-1276.51801230628,-166.187132778112,-1270.29147563699
"iso_combo10_106",-1132.10633902121,-21.7754594930452,-1125.87980235192
"iso_combo10_107",-1116.13819621536,-5.80731668719682,-1109.91165954607
"iso_combo10_108",-1280.68476783542,-170.353888307251,-1274.45823116613
"iso_combo10_109",-1130.69642115329,-20.3655416251294,-1124.46988448401
"iso_combo10_110",-1114.35059202891,-4.01971250074541,-1108.12405535962
"iso_combo10_111",-1121.06456495626,-10.7336854280968,-1114.83802828697
"iso_combo10_112",-1279.38777505289,-169.056895524726,-1273.1612383836
"iso_combo10_113",-1263.79905638093,-153.468176852767,-1257.57251971164
"iso_combo10_114",-1115.6947125018,-5.36383297363454,-1109.46817583251
"iso_combo10_115",-1271.63342348118,-161.30254395302,-1265.4068868119
"iso_combo10_116",-1123.1978165945,-12.8669370663388,-1116.97127992522
"iso_combo10_117",-1110.67392746469,-0.343047936527455,-1104.4473907954
"iso_combo10_118",-1275.11614639916,-164.785266870997,-1268.88960972987
"iso_combo10_119",-1119.82792360166,-9.49704407349793,-1113.60138693237
"iso_combo10_120",-1109.62755812043,0.703321407738258,-1103.40102145114
"iso_combo10_121",-1122.69045581113,-12.3595762829663,-1116.46391914184
"iso_combo10_122",-1291.23547668781,-180.904597159647,-1285.00894001852
"iso_combo10_123",-1132.95737980234,-22.6265002741717,-1126.73084313305
"iso_combo10_124",-1122.57702475225,-12.2461452240896,-1116.35048808297
"iso_combo10_125",-1133.36220486033,-23.0313253321616,-1127.13566819104
"iso_combo10_126",-1125.63862287135,-15.3077433431824,-1119.41208620206
"iso_combo10_127",-1164.235866237,-53.9049867088312,-1158.00932956771
"iso_combo10_128",-1161.28222927679,-50.9513497486211,-1155.0556926075
"iso_combo10_129",-1165.96658844674,-55.6357089185775,-1159.74005177745
"iso_combo10_130",-1142.8142367487,-32.4833572205404,-1136.58770007942
"iso_combo10_131",-1042.78387770332,67.5470018248432,-1036.55734103403
"iso_combo10_132",-1179.3735836972,-69.0427041690349,-1173.14704702791
"iso_combo10_133",-1185.28765862875,-74.9567791005858,-1179.06112195946
"iso_combo10_134",-1158.52550026881,-48.1946207406481,-1152.29896359952
"iso_combo10_135",-1044.00740873549,66.3234707926759,-1037.7808720662
"iso_combo10_136",-1185.04109417019,-74.7102146420228,-1178.8145575009
"iso_combo10_137",-1160.18038271406,-49.8495031859001,-1153.95384604478
"iso_combo10_138",-1044.41891637358,65.9119631545851,-1038.19237970429
"iso_combo10_139",-1163.59256291485,-53.2616833866828,-1157.36602624556
"iso_combo10_140",-1051.28087068622,59.0500088419483,-1045.05433401693
"iso_combo10_141",-1033.55627177919,76.7746077489768,-1027.3297351099
"iso_combo10_142",-1183.37760368259,-73.0467241544253,-1177.1510670133
"iso_combo10_143",-1172.98203590506,-62.6511563768971,-1166.75549923577
"iso_combo10_144",-1152.17343564514,-41.8425561169776,-1145.94689897585
"iso_combo10_145",-1026.60215426033,83.7287252678354,-1020.37561759104
"iso_combo10_146",-1155.5007959403,-45.1699164121393,-1149.27425927102
"iso_combo10_147",-1151.28998105237,-40.9591015242042,-1145.06344438308
"iso_combo10_148",-1032.71009444079,77.620785087373,-1026.4835577715
"iso_combo10_149",-1159.49501461253,-49.1641350843638,-1153.26847794324
"iso_combo10_150",-1044.63154354762,65.699335980545,-1038.40500687833
"iso_combo10_151",-1047.99812548738,62.3327540407839,-1041.77158881809
"iso_combo10_152",-1193.68384358095,-83.352964052785,-1187.45730691166
"iso_combo10_153",-1162.6828999323,-52.3520204041341,-1156.45636326301
"iso_combo10_154",-1030.27633823011,80.0545412980579,-1024.04980156082
"iso_combo10_155",-1170.78288976804,-60.4520102398729,-1164.55635309875
"iso_combo10_156",-1040.03333790356,70.2975416246052,-1033.80680123427
"iso_combo10_157",-1027.78197179178,82.5489077363807,-1021.5554351225
"iso_combo10_158",-1169.96904640947,-59.638166881305,-1163.74250974018
"iso_combo10_159",-1046.24892507335,64.081954454815,-1040.02238840406
"iso_combo10_160",-1037.68041027906,72.6504692491046,-1031.45387360977
"iso_combo10_161",-1038.02304487161,72.3078346565524,-1031.79650820232
"iso_combo10_162",-1262.41156936258,-152.080689834415,-1256.18503269329
"iso_combo10_163",-1250.54711523657,-140.216235708401,-1244.32057856728
"iso_combo10_164",-1261.42177051168,-151.090890983516,-1255.19523384239
"iso_combo10_165",-1085.71049242158,24.6203871065811,-1079.4839557523
"iso_combo10_166",-1257.65287438285,-147.321994854684,-1251.42633771356
"iso_combo10_167",-1259.21307056421,-148.882191036042,-1252.98653389492
"iso_combo10_168",-1082.20547321032,28.125406317848,-1075.97893654103
"iso_combo10_169",-1247.74897017381,-137.418090645649,-1241.52243350453
"iso_combo10_170",-1097.70242044263,12.6284590855306,-1091.47588377335
"iso_combo10_171",-1085.23753001489,25.0933495132745,-1079.0109933456
"iso_combo10_172",-1280.68601240427,-170.355132876109,-1274.45947573499
"iso_combo10_173",-1269.56755687693,-159.236677348765,-1263.34102020764
"iso_combo10_174",-1097.51582466883,12.815054859332,-1091.28928799954
"iso_combo10_175",-1261.39721349092,-151.066333962754,-1255.17067682163
"iso_combo10_176",-1107.12976493847,3.20111458969313,-1100.90322826918
"iso_combo10_177",-1101.02183592803,9.30904360013824,-1094.79529925874
"iso_combo10_178",-1259.63837764441,-149.307498116248,-1253.41184097513
"iso_combo10_179",-1087.05126130766,23.2796182205072,-1080.82472463837
"iso_combo10_180",-1086.62084110472,23.7100384234486,-1080.39430443543
"iso_combo10_181",-1098.36829039551,11.9625891326511,-1092.14175372623
"iso_combo10_182",-1269.3441994389,-159.013319910737,-1263.11766276961
"iso_combo10_183",-1272.78367190275,-162.452792374586,-1266.55713523346
"iso_combo10_184",-1081.19155137608,29.1393281520818,-1074.9650147068
"iso_combo10_185",-1261.82710464609,-151.496225117929,-1255.60056797681
"iso_combo10_186",-1092.14594041126,18.1849391169081,-1085.91940374197
"iso_combo10_187",-1103.98835104042,6.34252848774429,-1097.76181437113
"iso_combo10_188",-1248.10084105979,-137.769961531629,-1241.87430439051
"iso_combo10_189",-1068.13727813644,42.193601391729,-1061.91074146715
"iso_combo10_190",-1076.60071801077,33.7301615173923,-1070.37418134148
"iso_combo10_191",-1090.50394509691,19.8269344312548,-1084.27740842762
"iso_combo10_192",-1269.88925047028,-159.558370942114,-1263.66271380099
"iso_combo10_193",-1096.19538409265,14.1354954355139,-1089.96884742336
"iso_combo10_194",-1095.65629978975,14.6745797384141,-1089.42976312046
"iso_combo10_195",-1100.11197780571,10.2189017224514,-1093.88544113643
"iso_combo10_196",-1091.49331882632,18.837560701845,-1085.26678215703
"iso_combo10_197",-1169.20853849886,-58.8776589706982,-1162.98200182958
"iso_combo10_198",-1190.1151171526,-79.7842376244329,-1183.88858048331
"iso_combo10_199",-1139.66190272933,-29.3310232011655,-1133.43536606004
"iso_combo10_200",-1047.15864825981,63.1722312683568,-1040.93211159052
"iso_combo10_201",-1191.35418625127,-81.0233067231071,-1185.12764958198
"iso_combo10_202",-1154.45347213153,-44.12259260337,-1148.22693546225
"iso_combo10_203",-1043.18408361104,67.1467959171263,-1036.95754694175
"iso_combo10_204",-1159.59372617036,-49.2628466421991,-1153.36718950108
"iso_combo10_205",-1051.04741695182,59.2834625763475,-1044.82088028253
"iso_combo10_206",-1055.44686360494,54.8840159232234,-1049.22032693565
"iso_combo10_207",-1204.14978846598,-93.8189089378125,-1197.92325179669
"iso_combo10_208",-1167.58016291155,-57.2492833833871,-1161.35362624226
"iso_combo10_209",-1052.01857289085,58.312306637315,-1045.79203622156
"iso_combo10_210",-1178.18268034088,-67.8518008127199,-1171.9561436716
"iso_combo10_211",-1061.66057037652,48.670309151649,-1055.43403370723
"iso_combo10_212",-1051.24152127136,59.0893582567993,-1045.01498460208
"iso_combo10_213",-1181.64700622739,-71.316126699223,-1175.4204695581
"iso_combo10_214",-1062.27122195681,48.059657571352,-1056.04468528752
"iso_combo10_215",-1043.82501309257,66.5058664355978,-1037.59847642328
"iso_combo10_216",-1061.51806012126,48.8128194068997,-1055.29152345198
"iso_combo10_217",-1197.44056644517,-87.1096869170049,-1191.21402977588
"iso_combo10_218",-1170.77465236742,-60.4437728392522,-1164.54811569813
"iso_combo10_219",-1057.32492323841,53.0059562897535,-1051.09838656912
"iso_combo10_220",-1168.21466775258,-57.8837882244131,-1161.98813108329
"iso_combo10_221",-1059.95221885113,50.3786606770318,-1053.72568218185
"iso_combo10_222",-1039.99363345912,70.3372460690429,-1033.76709678983
"iso_combo10_223",-1176.51944499196,-66.1885654637975,-1170.29290832267
"iso_combo10_224",-1049.08612081912,61.2447587090402,-1042.85958414984
"iso_combo10_225",-1039.69244801751,70.6384315106581,-1033.46591134822
"iso_combo10_226",-1055.65340237921,54.6774771489514,-1049.42686570993
"iso_combo10_227",-1188.47453669347,-78.1436571653066,-1182.24800002418
"iso_combo10_228",-1065.77614043522,44.5547390929408,-1059.54960376594
"iso_combo10_229",-1054.89051858463,55.4403609435312,-1048.66398191535
"iso_combo10_230",-1059.50768613972,50.8231933884462,-1053.28114947043
"iso_combo10_231",-1056.58108967216,53.7497898560034,-1050.35455300287
"iso_combo10_232",-1284.65404485935,-174.323165331187,-1278.42750819006
"iso_combo10_233",-1271.15452882671,-160.823649298545,-1264.92799215742
"iso_combo10_234",-1115.8042578474,-5.47337831924028,-1109.57772117812
"iso_combo10_235",-1278.4184216129,-168.087542084731,-1272.19188494361
"iso_combo10_236",-1116.93708584942,-6.60620632126029,-1110.71054918014
"iso_combo10_237",-1102.44269696527,7.88818256289812,-1096.21616029598
"iso_combo10_238",-1274.57145202706,-164.240572498898,-1268.34491535777
"iso_combo10_239",-1091.92752405842,18.4033554697437,-1085.70098738913
"iso_combo10_240",-1092.20691257891,18.1239669492547,-1085.98037590962
"iso_combo10_241",-1103.57932501468,6.7515545134861,-1097.35278834539
"iso_combo10_242",-1291.8883332338,-181.557453705639,-1285.66179656452
"iso_combo10_243",-1113.7033540657,-3.37247453753355,-1107.47681739641
"iso_combo10_244",-1111.10919153533,-0.778312007167301,-1104.88265486604
"iso_combo10_245",-1112.25825656819,-1.92737704002104,-1106.0317198989
"iso_combo10_246",-1113.39246287475,-3.06158334658392,-1107.16592620546
"iso_combo10_247",-1272.0040890771,-161.673209548933,-1265.77755240781
"iso_combo10_248",-1108.63401499981,1.69686452835867,-1102.40747833052
"iso_combo10_249",-1111.8903457534,-1.55946622523504,-1105.66380908411
"iso_combo10_250",-1112.98470300446,-2.65382347629975,-1106.75816633518
"iso_combo10_251",-1100.0261485679,10.3047309602626,-1093.79961189861
"iso_combo10_252",-1109.34835769419,0.982521833974488,-1103.1218210249
"iso_combo10_253",-1140.77464138453,-30.4437618563621,-1134.54810471524
"iso_combo10_254",-1146.06919967549,-35.7383201473275,-1139.8426630062
"iso_combo10_255",-1149.97477556641,-39.6438960382442,-1143.74823889712
"iso_combo10_256",-1132.11701227534,-21.7861327471763,-1125.89047560605
"iso_combo10_257",-1051.80878683197,58.5220926961911,-1045.58225016269
"iso_combo10_258",-1154.27770986082,-43.9468303326568,-1148.05117319153
"iso_combo10_259",-1153.83080497305,-43.4999254448903,-1147.60426830377
"iso_combo10_260",-1133.1801108382,-22.8492313100405,-1126.95357416892
"iso_combo10_261",-1052.35477367477,57.9761058533966,-1046.12823700548
"iso_combo10_262",-1160.92999758906,-50.5991180608921,-1154.70346091977
"iso_combo10_263",-1137.70439938134,-27.3735198531721,-1131.47786271205
"iso_combo10_264",-1033.1972971505,77.1335823776673,-1026.97076048121
"iso_combo10_265",-1132.28032692887,-21.9494474007039,-1126.05379025958
"iso_combo10_266",-1056.87221779732,53.4586617308428,-1050.64568112803
"iso_combo10_267",-1040.61063404637,69.7202454817907,-1034.38409737709
"iso_combo10_268",-1150.98527919593,-40.6543996677641,-1144.75874252664
"iso_combo10_269",-1155.28883309737,-44.9579535692084,-1149.06229642809
"iso_combo10_270",-1126.33020033034,-15.9993208021805,-1120.10366366106
"iso_combo10_271",-1049.94963480883,60.3812447193343,-1043.72309813954
"iso_combo10_272",-1167.92063913465,-57.5897596064899,-1161.69410246537
"iso_combo10_273",-1153.07122437403,-42.740344845869,-1146.84468770475
"iso_combo10_274",-1055.9825537287,54.3483257994678,-1049.75601705941
